titulo,endereco,preco,area,quartos,banheiros,vagas,bairro,latitude,longitude
Apartamento em Vila Estrela,"Rua Comendador Miró, 1666 - Vila Estrela",742625,128,3,3,2,Vila Estrela,-25.11683743722424,-50.148378921331734
Apartamento em Vila Estrela,"Rua Comendador Miró, 494 - Vila Estrela",831495,184,6,3,2,Vila Estrela,-25.110789371094047,-50.14881632970139
Apartamento em Olarias,"Rua Comendador Miró, 2542 - Olarias",169095,63,3,1,1,Olarias,-25.100104740416448,-50.14363039607976
Apartamento em Uvaranas,"Rua do Rosario, 196 - Uvaranas",184997,61,2,1,1,Uvaranas,-25.08483240876399,-50.12594518977839
Apartamento em Uvaranas,"Rua do Rosario, 444 - Uvaranas",142701,45,1,1,0,Uvaranas,-25.084129174878576,-50.131420223819255
Apartamento em Contorno,"Rua Paula Xavier, 2494 - Contorno",80080,39,1,1,0,Contorno,-25.120972895830423,-50.1972844499846
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 1572 - Uvaranas",193908,68,2,1,1,Uvaranas,-25.0900864144888,-50.13234865306011
Apartamento em Jardim America,"Rua Balduino Taques, 1951 - Jardim America",257959,90,3,2,1,Jardim America,-25.1121391375041,-50.13323624585534
Apartamento em Estrela,"Av. Vicente Machado, 1611 - Estrela",283046,81,2,2,1,Estrela,-25.107367968944565,-50.151712834821474
Apartamento em Olarias,"Rua Comendador Miró, 600 - Olarias",78078,48,1,1,0,Olarias,-25.096309314052515,-50.13733018187099
Apartamento em Contorno,"Rua Comendador Miró, 2663 - Contorno",213950,70,2,2,1,Contorno,-25.121856826146125,-50.20124316159421
Apartamento em Chapada,"Rua Balduino Taques, 2277 - Chapada",120035,53,2,1,1,Chapada,-25.042441083069043,-50.16553105566188
Apartamento em Olarias,"Rua Balduino Taques, 30 - Olarias",62999,49,2,1,0,Olarias,-25.095314522304566,-50.13811585377642
Apartamento em Jardim America,"Rua Balduino Taques, 1258 - Jardim America",205587,64,2,1,1,Jardim America,-25.113441616509714,-50.13155774911514
Apartamento em Orfãs,"Rua Comendador Miró, 1418 - Orfãs",268044,67,2,1,1,Orfãs,-25.072330022927186,-50.16790148505205
Apartamento em Orfãs,"Rua Comendador Miró, 2109 - Orfãs",189381,54,2,1,1,Orfãs,-25.075479077680903,-50.1720583040773
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 2536 - Jardim Carvalho",641113,106,4,2,2,Jardim Carvalho,-25.076389903478454,-50.152404818756885
Apartamento em Boa Vista,"Av. Vicente Machado, 2758 - Boa Vista",133106,46,2,1,0,Boa Vista,-25.060250527813643,-50.16057224601068
Apartamento em Oficinas,"Rua do Rosario, 1899 - Oficinas",123892,92,3,2,1,Oficinas,-25.112081871354675,-50.14308132055285
Apartamento em Olarias,"Rua Comendador Miró, 285 - Olarias",88911,42,2,1,0,Olarias,-25.099634844955883,-50.13827374360151
Apartamento em Boa Vista,"Rua Comendador Miró, 2388 - Boa Vista",146629,48,2,1,0,Boa Vista,-25.05993682022532,-50.16233093165466
Apartamento em Santa Paula,"Rua Paula Xavier, 535 - Santa Paula",217616,65,2,1,1,Santa Paula,-25.130822491987974,-50.182220558055135
Apartamento em Ronda,"Rua do Rosario, 295 - Ronda",109686,36,2,1,0,Ronda,-25.101296292881607,-50.18514957857465
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 1354 - Orfãs",339259,72,2,2,1,Orfãs,-25.073153667743053,-50.17150651133082
Apartamento em Contorno,"Av. Vicente Machado, 2326 - Contorno",123456,56,2,1,1,Contorno,-25.124394370972045,-50.20034334266937
Apartamento em Chapada,"Av. Carlos Cavalcanti, 700 - Chapada",65819,61,2,1,1,Chapada,-25.037498632021705,-50.17198168896685
Apartamento em Centro,"Av. Vicente Machado, 2927 - Centro",179709,52,2,1,1,Centro,-25.090689594471478,-50.167486470571546
Apartamento em Vila Estrela,"Rua Paula Xavier, 560 - Vila Estrela",380304,140,3,3,2,Vila Estrela,-25.108896174447406,-50.15019364042591
Apartamento em Neves,"Av. Carlos Cavalcanti, 1834 - Neves",171706,86,2,2,1,Neves,-25.0514457141498,-50.14568828715982
Apartamento em Chapada,"Av. Carlos Cavalcanti, 2269 - Chapada",66283,32,1,1,0,Chapada,-25.041642751531985,-50.173168612720495
Apartamento em Nova Russia,"Rua do Rosario, 345 - Nova Russia",126935,79,3,2,1,Nova Russia,-25.082857856401674,-50.18350775574303
Apartamento em Boa Vista,"Av. Vicente Machado, 2216 - Boa Vista",109262,46,1,1,0,Boa Vista,-25.062082410279842,-50.164411462345086
Apartamento em Orfãs,"Rua Comendador Miró, 323 - Orfãs",281821,77,2,2,1,Orfãs,-25.070327037078247,-50.17125969205046
Apartamento em Uvaranas,"Rua do Rosario, 2597 - Uvaranas",285089,84,2,2,1,Uvaranas,-25.087398831245213,-50.13330809078545
Apartamento em Centro,"Rua do Rosario, 1669 - Centro",231938,52,2,1,1,Centro,-25.09336458520953,-50.16298200304981
Apartamento em Orfãs,"Rua do Rosario, 1077 - Orfãs",222230,72,2,2,1,Orfãs,-25.071345144609978,-50.173807285609385
Apartamento em Olarias,"Rua do Rosario, 1943 - Olarias",69159,40,1,1,0,Olarias,-25.106657559206646,-50.14066650870668
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 2425 - Jardim Carvalho",485380,88,2,2,1,Jardim Carvalho,-25.072572217263108,-50.15279274857999
Apartamento em Contorno,"Rua do Rosario, 2100 - Contorno",108628,43,2,1,0,Contorno,-25.119747157162585,-50.202553788675104
Apartamento em Uvaranas,"Rua do Rosario, 53 - Uvaranas",94942,41,1,1,0,Uvaranas,-25.08684222254317,-50.129846913246816
Apartamento em Ronda,"Rua do Rosario, 2812 - Ronda",237699,74,2,2,1,Ronda,-25.102244707278132,-50.1881664095042
Apartamento em Estrela,"Av. Vicente Machado, 1837 - Estrela",82690,50,2,1,1,Estrela,-25.108415948044996,-50.15370213763545
Apartamento em Estrela,"Rua do Rosario, 2710 - Estrela",108187,54,3,1,1,Estrela,-25.104651130837517,-50.15472589155342
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 1479 - Jardim Carvalho",243742,50,2,1,1,Jardim Carvalho,-25.071855020923113,-50.154600734203854
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 959 - Oficinas",126328,49,1,1,0,Oficinas,-25.116328733140328,-50.14603670633013
Apartamento em Uvaranas,"Av. Vicente Machado, 185 - Uvaranas",146619,55,2,1,1,Uvaranas,-25.085015090071234,-50.12268870667922
Apartamento em Orfãs,"Rua Paula Xavier, 1599 - Orfãs",194478,70,2,2,1,Orfãs,-25.06964417830456,-50.17204717016875
Apartamento em Santa Paula,"Rua Balduino Taques, 173 - Santa Paula",103132,50,2,1,1,Santa Paula,-25.130119276431536,-50.179185611079674
Apartamento em Neves,"Rua do Rosario, 2605 - Neves",310939,81,3,2,1,Neves,-25.04947239936021,-50.142337528958365
Apartamento em Boa Vista,"Rua Paula Xavier, 2380 - Boa Vista",102223,70,2,2,1,Boa Vista,-25.05374095561846,-50.1568831057405
Apartamento em Olarias,"Av. Carlos Cavalcanti, 2687 - Olarias",119666,38,1,1,0,Olarias,-25.09603170338501,-50.13802806853576
Apartamento em Jardim America,"Rua Comendador Miró, 328 - Jardim America",271331,86,2,2,1,Jardim America,-25.113812780813724,-50.134036408840814
Apartamento em Jardim Sabara,"Av. Vicente Machado, 2125 - Jardim Sabara",65680,41,1,1,0,Jardim Sabara,-25.039709534322288,-50.178820428205256
Apartamento em Jardim America,"Rua Paula Xavier, 2004 - Jardim America",195533,59,2,1,1,Jardim America,-25.108633170996,-50.1325058130233
Apartamento em Santa Paula,"Rua Balduino Taques, 2065 - Santa Paula",176470,60,2,1,1,Santa Paula,-25.131642384633306,-50.17602768076012
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 325 - Jardim Carvalho",290474,52,2,1,1,Jardim Carvalho,-25.07351759337023,-50.153777910973865
Apartamento em Jardim Sabara,"Av. Vicente Machado, 625 - Jardim Sabara",257014,77,2,2,1,Jardim Sabara,-25.04647468554188,-50.17234025786219
Apartamento em Estrela,"Rua do Rosario, 2948 - Estrela",212589,65,3,1,1,Estrela,-25.106499210157455,-50.15230070732311
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 1362 - Nova Russia",80332,63,2,1,1,Nova Russia,-25.078933923871034,-50.18106296145035
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 1972 - Nova Russia",156755,53,2,1,1,Nova Russia,-25.078190116327786,-50.181781372305295
Apartamento em Orfãs,"Rua Comendador Miró, 1693 - Orfãs",277461,60,2,1,1,Orfãs,-25.069028662574404,-50.16459390506605
Apartamento em Centro,"Av. Vicente Machado, 2359 - Centro",344967,59,2,1,1,Centro,-25.09140460284456,-50.165679312630964
Apartamento em Estrela,"Rua do Rosario, 170 - Estrela",219016,63,3,1,1,Estrela,-25.106780960070253,-50.158703802638186
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 747 - Jardim Carvalho",411023,77,3,2,1,Jardim Carvalho,-25.07308306043496,-50.15281887917834
Apartamento em Jardim Sabara,"Rua do Rosario, 2318 - Jardim Sabara",165242,69,2,1,1,Jardim Sabara,-25.04440750038984,-50.17726730301817
Apartamento em Centro,"Rua Comendador Miró, 2720 - Centro",204208,47,1,1,0,Centro,-25.09260161764442,-50.16249237118498
Apartamento em Contorno,"Av. Vicente Machado, 1849 - Contorno",319772,82,2,2,1,Contorno,-25.12064842393885,-50.19539621772482
Apartamento em Santa Paula,"Av. Vicente Machado, 908 - Santa Paula",98234,67,2,1,1,Santa Paula,-25.1288051788059,-50.180923005850765
Apartamento em Vila Estrela,"Rua do Rosario, 754 - Vila Estrela",424553,100,3,2,2,Vila Estrela,-25.108943259247972,-50.156700199092384
Apartamento em Jardim Sabara,"Rua Comendador Miró, 2818 - Jardim Sabara",136768,50,2,1,1,Jardim Sabara,-25.050962998523243,-50.175558243142206
Apartamento em Neves,"Rua do Rosario, 2429 - Neves",82411,44,1,1,0,Neves,-25.049969142700967,-50.13967309615369
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 551 - Uvaranas",74215,42,1,1,0,Uvaranas,-25.0842935426847,-50.130019862825876
Apartamento em Nova Russia,"Rua do Rosario, 2075 - Nova Russia",107635,44,2,1,0,Nova Russia,-25.076550602606634,-50.18019350195946
Apartamento em Vila Estrela,"Av. Vicente Machado, 1959 - Vila Estrela",981761,163,4,3,2,Vila Estrela,-25.115597150853237,-50.15386220864903
Apartamento em Oficinas,"Rua do Rosario, 2071 - Oficinas",207316,71,2,2,1,Oficinas,-25.11560031282797,-50.14190248245311
Apartamento em Nova Russia,"Rua Comendador Miró, 543 - Nova Russia",179784,62,3,1,1,Nova Russia,-25.07929022756679,-50.18345114256283
Apartamento em Olarias,"Rua Comendador Miró, 2669 - Olarias",174131,68,2,1,1,Olarias,-25.095440424945664,-50.14405845718519
Apartamento em Vila Estrela,"Rua Paula Xavier, 187 - Vila Estrela",309062,54,2,1,1,Vila Estrela,-25.104046894892726,-50.15444855810364
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 1571 - Jardim Sabara",226868,71,2,2,1,Jardim Sabara,-25.04262833845663,-50.17147053747256
Apartamento em Chapada,"Rua Comendador Miró, 2863 - Chapada",103915,55,2,1,1,Chapada,-25.044523318286345,-50.170152991525676
Apartamento em Nova Russia,"Rua Paula Xavier, 1964 - Nova Russia",155379,51,2,1,1,Nova Russia,-25.082972682805995,-50.18256336902069
Apartamento em Ronda,"Rua Balduino Taques, 1170 - Ronda",369422,110,3,2,2,Ronda,-25.098149078669117,-50.182002763395055
Apartamento em Olarias,"Av. Vicente Machado, 32 - Olarias",67363,36,1,1,0,Olarias,-25.102030035651783,-50.143240180336655
Apartamento em Centro,"Rua Balduino Taques, 2138 - Centro",654687,120,3,3,2,Centro,-25.08821008333436,-50.1700805062965
Apartamento em Centro,"Rua Comendador Miró, 1303 - Centro",744592,160,5,3,2,Centro,-25.090670049892093,-50.167613933349664
Apartamento em Vila Estrela,"Av. Vicente Machado, 1755 - Vila Estrela",353066,118,3,2,2,Vila Estrela,-25.11076808603147,-50.15203162670235
Apartamento em Boa Vista,"Rua do Rosario, 1744 - Boa Vista",183393,91,3,2,1,Boa Vista,-25.05941727027305,-50.157160693683
Apartamento em Chapada,"Rua Comendador Miró, 1637 - Chapada",176042,43,1,1,0,Chapada,-25.044132081600043,-50.17429415426439
Apartamento em Orfãs,"Rua do Rosario, 1986 - Orfãs",253738,86,2,2,1,Orfãs,-25.07030358914034,-50.169040339030396
Apartamento em Estrela,"Rua do Rosario, 1991 - Estrela",202336,65,2,1,1,Estrela,-25.107876333680387,-50.15742754083148
Apartamento em Boa Vista,"Rua do Rosario, 1420 - Boa Vista",75609,30,1,1,0,Boa Vista,-25.057486906441493,-50.1539736026482
Apartamento em Jardim America,"Rua Comendador Miró, 497 - Jardim America",109512,44,1,1,0,Jardim America,-25.11413446944937,-50.13644276813081
Apartamento em Ronda,"Rua Comendador Miró, 672 - Ronda",176862,84,2,2,1,Ronda,-25.103894547195505,-50.18673903864256
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 1396 - Nova Russia",103140,69,2,1,1,Nova Russia,-25.080254984892374,-50.178806881097366
Apartamento em Olarias,"Rua Comendador Miró, 2905 - Olarias",113841,50,2,1,1,Olarias,-25.097684054748758,-50.14267644536171
Apartamento em Oficinas,"Rua Comendador Miró, 31 - Oficinas",313197,73,3,2,1,Oficinas,-25.115895536517463,-50.14668812939347
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 2468 - Uvaranas",212867,72,2,2,1,Uvaranas,-25.082747898948213,-50.133126828207395
Apartamento em Vila Estrela,"Rua Paula Xavier, 918 - Vila Estrela",315212,70,3,2,1,Vila Estrela,-25.10815114350355,-50.15017044822301
Apartamento em Chapada,"Rua Balduino Taques, 2977 - Chapada",68538,42,2,1,0,Chapada,-25.041888490177364,-50.173140801276844
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 2524 - Jardim America",383882,79,2,2,1,Jardim America,-25.109173351749725,-50.13287787588699
Apartamento em Jardim Sabara,"Rua do Rosario, 245 - Jardim Sabara",51089,36,1,1,0,Jardim Sabara,-25.048372205331493,-50.1729838471121
Apartamento em Estrela,"Av. Carlos Cavalcanti, 53 - Estrela",310585,78,2,2,1,Estrela,-25.10538688932199,-50.15512445589431
Apartamento em Orfãs,"Rua do Rosario, 1181 - Orfãs",246981,61,2,1,1,Orfãs,-25.071436373598527,-50.174066921525295
Apartamento em Orfãs,"Rua do Rosario, 2101 - Orfãs",246341,73,3,2,1,Orfãs,-25.068841752065566,-50.16619408851209
Apartamento em Jardim Sabara,"Rua do Rosario, 704 - Jardim Sabara",77061,30,1,1,0,Jardim Sabara,-25.041158978400098,-50.17571079947066
Apartamento em Oficinas,"Rua Comendador Miró, 11 - Oficinas",166780,51,2,1,1,Oficinas,-25.119656153248485,-50.145243099825
Apartamento em Estrela,"Av. Carlos Cavalcanti, 1456 - Estrela",599059,163,4,3,2,Estrela,-25.098628016221944,-50.15719812712741
Apartamento em Jardim America,"Av. Vicente Machado, 2130 - Jardim America",136905,49,1,1,0,Jardim America,-25.106273975751794,-50.13791875745277
Apartamento em Centro,"Rua Balduino Taques, 379 - Centro",695714,109,3,2,2,Centro,-25.08621572675602,-50.171652738943884
Apartamento em Olarias,"Rua do Rosario, 2397 - Olarias",184344,65,2,1,1,Olarias,-25.095320889212154,-50.13832703430561
Apartamento em Chapada,"Rua Paula Xavier, 936 - Chapada",157518,38,1,1,0,Chapada,-25.038909321244706,-50.16141648361228
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 2364 - Orfãs",198681,50,2,1,1,Orfãs,-25.068099385763965,-50.16972067376417
Apartamento em Centro,"Av. Carlos Cavalcanti, 2083 - Centro",361662,62,2,1,1,Centro,-25.090187596872898,-50.16230319514379
Apartamento em Nova Russia,"Rua do Rosario, 1215 - Nova Russia",106139,49,1,1,0,Nova Russia,-25.08210210414651,-50.18225296285744
Apartamento em Neves,"Rua do Rosario, 1065 - Neves",232926,71,2,2,1,Neves,-25.048765297127854,-50.13835234650929
Apartamento em Olarias,"Rua do Rosario, 1034 - Olarias",82688,55,2,1,1,Olarias,-25.101713328131392,-50.13639384171035
Apartamento em Santo Antonio,"Rua do Rosario, 1990 - Santo Antonio",71496,37,1,1,0,Santo Antonio,-25.0517526745847,-50.116481845597015
Apartamento em Ronda,"Av. Carlos Cavalcanti, 2801 - Ronda",113992,49,1,1,0,Ronda,-25.10156753281064,-50.187236752295426
Apartamento em Santo Antonio,"Rua Balduino Taques, 1984 - Santo Antonio",275365,62,2,1,1,Santo Antonio,-25.056710597551472,-50.12304799629926
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 2605 - Nova Russia",64303,46,1,1,0,Nova Russia,-25.07798909285118,-50.18589590271009
Apartamento em Ronda,"Av. Vicente Machado, 1303 - Ronda",338344,102,3,2,2,Ronda,-25.101443738131888,-50.18784310303547
Apartamento em Vila Estrela,"Rua do Rosario, 2204 - Vila Estrela",110083,42,1,1,0,Vila Estrela,-25.107951104005913,-50.150180372963646
Apartamento em Centro,"Rua Paula Xavier, 1026 - Centro",819677,105,3,2,2,Centro,-25.093061120917355,-50.1709665390063
Apartamento em Contorno,"Rua Comendador Miró, 1410 - Contorno",115543,64,3,1,1,Contorno,-25.12416634068623,-50.1994619094421
Apartamento em Uvaranas,"Av. Vicente Machado, 1961 - Uvaranas",21135,54,2,1,1,Uvaranas,-25.083348693179577,-50.13046810205265
Apartamento em Neves,"Rua do Rosario, 1112 - Neves",198882,72,2,2,1,Neves,-25.058133318544527,-50.143718308461196
Apartamento em Estrela,"Rua Comendador Miró, 788 - Estrela",169055,68,2,1,1,Estrela,-25.098827331088287,-50.15635550782487
Apartamento em Santa Paula,"Av. Vicente Machado, 1001 - Santa Paula",102060,58,2,1,1,Santa Paula,-25.13434902984601,-50.17335560975154
Apartamento em Boa Vista,"Av. Vicente Machado, 1032 - Boa Vista",85618,48,1,1,0,Boa Vista,-25.055747595708997,-50.15701892368702
Apartamento em Chapada,"Rua Balduino Taques, 501 - Chapada",112420,66,3,1,1,Chapada,-25.036990803337204,-50.16548020372226
Apartamento em Uvaranas,"Rua Comendador Miró, 2027 - Uvaranas",159338,50,2,1,1,Uvaranas,-25.09069183208021,-50.125047443199485
Apartamento em Centro,"Rua do Rosario, 183 - Centro",252867,50,2,1,1,Centro,-25.08907894226895,-50.16148640865251
Apartamento em Santa Paula,"Rua Paula Xavier, 2026 - Santa Paula",119793,53,2,1,1,Santa Paula,-25.132369347769963,-50.180229045926154
Apartamento em Boa Vista,"Rua do Rosario, 1157 - Boa Vista",179268,39,1,1,0,Boa Vista,-25.061028834158794,-50.15681330205765
Apartamento em Jardim America,"Rua do Rosario, 535 - Jardim America",268007,73,2,2,1,Jardim America,-25.10910695079692,-50.13667786456641
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 1969 - Oficinas",427211,113,3,2,2,Oficinas,-25.112668637163434,-50.14431346511465
Apartamento em Olarias,"Rua Paula Xavier, 1622 - Olarias",170658,61,3,1,1,Olarias,-25.09714762798123,-50.13911258731206
Apartamento em Estrela,"Rua Balduino Taques, 2870 - Estrela",330900,96,3,2,1,Estrela,-25.102036048422335,-50.16189445092769
Apartamento em Jardim Sabara,"Rua Comendador Miró, 44 - Jardim Sabara",151972,45,1,1,0,Jardim Sabara,-25.04530770204243,-50.17528150931269
Apartamento em Centro,"Av. Carlos Cavalcanti, 2389 - Centro",247732,82,2,2,1,Centro,-25.092935998829624,-50.174555714737785
Apartamento em Nova Russia,"Rua do Rosario, 1073 - Nova Russia",98578,53,2,1,1,Nova Russia,-25.085933031766796,-50.18034252491291
Apartamento em Estrela,"Av. Vicente Machado, 1113 - Estrela",274771,58,2,1,1,Estrela,-25.09764544925329,-50.153130065370874
Apartamento em Santa Paula,"Rua Paula Xavier, 1508 - Santa Paula",135615,55,2,1,1,Santa Paula,-25.130254606745353,-50.17730513396087
Apartamento em Estrela,"Av. Vicente Machado, 1726 - Estrela",143498,33,1,1,0,Estrela,-25.107760304958195,-50.1543012679154
Apartamento em Chapada,"Av. Carlos Cavalcanti, 1155 - Chapada",116849,58,2,1,1,Chapada,-25.036171162737148,-50.17352633836795
Apartamento em Santo Antonio,"Av. Vicente Machado, 2368 - Santo Antonio",162622,47,2,1,0,Santo Antonio,-25.05131086254677,-50.12238208887963
Apartamento em Ronda,"Rua Comendador Miró, 1115 - Ronda",64919,65,2,1,1,Ronda,-25.103716300909777,-50.18840338898183
Apartamento em Ronda,"Av. Carlos Cavalcanti, 813 - Ronda",75684,38,1,1,0,Ronda,-25.10339775335598,-50.18293280515521
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 622 - Jardim Carvalho",337268,83,2,2,1,Jardim Carvalho,-25.07574825277124,-50.155289646172925
Apartamento em Santa Paula,"Av. Vicente Machado, 1736 - Santa Paula",60486,30,1,1,0,Santa Paula,-25.129788037692748,-50.176623830636636
Apartamento em Santa Paula,"Rua Comendador Miró, 2127 - Santa Paula",257412,80,3,2,1,Santa Paula,-25.130927551401737,-50.18292799895196
Apartamento em Olarias,"Av. Carlos Cavalcanti, 1238 - Olarias",114806,38,1,1,0,Olarias,-25.10189378471215,-50.14614321029217
Apartamento em Boa Vista,"Rua do Rosario, 205 - Boa Vista",126295,54,2,1,1,Boa Vista,-25.06190186682566,-50.16377337178075
Apartamento em Jardim America,"Av. Vicente Machado, 255 - Jardim America",196616,66,3,1,1,Jardim America,-25.11444052143237,-50.13795264818472
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 2589 - Orfãs",188076,68,2,1,1,Orfãs,-25.073255466823436,-50.17161641295753
