titulo,endereco,preco,area,quartos,banheiros,vagas,bairro
Apartamento em Olarias,"Rua do Rosario, 1943 - Olarias",69159,40,1,1,0,Olarias
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 2425 - Jardim Carvalho",485380,88,2,2,1,Jardim Carvalho
Apartamento em Contorno,"Rua do Rosario, 2100 - Contorno",108628,43,2,1,0,Contorno
Apartamento em Uvaranas,"Rua do Rosario, 53 - Uvaranas",94942,41,1,1,0,Uvaranas
Apartamento em Ronda,"Rua do Rosario, 2812 - Ronda",237699,74,2,2,1,Ronda
Apartamento em Estrela,"Av. Vicente Machado, 1837 - Estrela",82690,50,2,1,1,Estrela
Apartamento em Estrela,"Rua do Rosario, 2710 - Estrela",108187,54,3,1,1,Estrela
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 1479 - Jardim Carvalho",243742,50,2,1,1,Jardim Carvalho
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 959 - Oficinas",126328,49,1,1,0,Oficinas
Apartamento em Uvaranas,"Av. Vicente Machado, 185 - Uvaranas",146619,55,2,1,1,Uvaranas
Apartamento em Orfãs,"Rua Paula Xavier, 1599 - Orfãs",194478,70,2,2,1,Orfãs
Apartamento em Santa Paula,"Rua Balduino Taques, 173 - Santa Paula",103132,50,2,1,1,Santa Paula
Apartamento em Neves,"Rua do Rosario, 2605 - Neves",310939,81,3,2,1,Neves
Apartamento em Boa Vista,"Rua Paula Xavier, 2380 - Boa Vista",102223,70,2,2,1,Boa Vista
Apartamento em Olarias,"Av. Carlos Cavalcanti, 2687 - Olarias",119666,38,1,1,0,Olarias
Apartamento em Jardim America,"Rua Comendador Miró, 328 - Jardim America",271331,86,2,2,1,Jardim America
Apartamento em Jardim Sabara,"Av. Vicente Machado, 2125 - Jardim Sabara",65680,41,1,1,0,Jardim Sabara
Apartamento em Jardim America,"Rua Paula Xavier, 2004 - Jardim America",195533,59,2,1,1,Jardim America
Apartamento em Santa Paula,"Rua Balduino Taques, 2065 - Santa Paula",176470,60,2,1,1,Santa Paula
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 325 - Jardim Carvalho",290474,52,2,1,1,Jardim Carvalho
Apartamento em Jardim Sabara,"Av. Vicente Machado, 625 - Jardim Sabara",257014,77,2,2,1,Jardim Sabara
Apartamento em Estrela,"Rua do Rosario, 2948 - Estrela",212589,65,3,1,1,Estrela
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 1362 - Nova Russia",80332,63,2,1,1,Nova Russia
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 1972 - Nova Russia",156755,53,2,1,1,Nova Russia
Apartamento em Orfãs,"Rua Comendador Miró, 1693 - Orfãs",277461,60,2,1,1,Orfãs
Apartamento em Centro,"Av. Vicente Machado, 2359 - Centro",344967,59,2,1,1,Centro
Apartamento em Estrela,"Rua do Rosario, 170 - Estrela",219016,63,3,1,1,Estrela
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 747 - Jardim Carvalho",411023,77,3,2,1,Jardim Carvalho
Apartamento em Jardim Sabara,"Rua do Rosario, 2318 - Jardim Sabara",165242,69,2,1,1,Jardim Sabara
Apartamento em Centro,"Rua Comendador Miró, 2720 - Centro",204208,47,1,1,0,Centro
Apartamento em Contorno,"Av. Vicente Machado, 1849 - Contorno",319772,82,2,2,1,Contorno
Apartamento em Santa Paula,"Av. Vicente Machado, 908 - Santa Paula",98234,67,2,1,1,Santa Paula
Apartamento em Vila Estrela,"Rua do Rosario, 754 - Vila Estrela",424553,100,3,2,2,Vila Estrela
Apartamento em Jardim Sabara,"Rua Comendador Miró, 2818 - Jardim Sabara",136768,50,2,1,1,Jardim Sabara
Apartamento em Neves,"Rua do Rosario, 2429 - Neves",82411,44,1,1,0,Neves
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 551 - Uvaranas",74215,42,1,1,0,Uvaranas
Apartamento em Nova Russia,"Rua do Rosario, 2075 - Nova Russia",107635,44,2,1,0,Nova Russia
Apartamento em Vila Estrela,"Av. Vicente Machado, 1959 - Vila Estrela",981761,163,4,3,2,Vila Estrela
Apartamento em Oficinas,"Rua do Rosario, 2071 - Oficinas",207316,71,2,2,1,Oficinas
Apartamento em Nova Russia,"Rua Comendador Miró, 543 - Nova Russia",179784,62,3,1,1,Nova Russia
Apartamento em Olarias,"Rua Comendador Miró, 2669 - Olarias",174131,68,2,1,1,Olarias
Apartamento em Vila Estrela,"Rua Paula Xavier, 187 - Vila Estrela",309062,54,2,1,1,Vila Estrela
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 1571 - Jardim Sabara",226868,71,2,2,1,Jardim Sabara
Apartamento em Chapada,"Rua Comendador Miró, 2863 - Chapada",103915,55,2,1,1,Chapada
Apartamento em Nova Russia,"Rua Paula Xavier, 1964 - Nova Russia",155379,51,2,1,1,Nova Russia
Apartamento em Ronda,"Rua Balduino Taques, 1170 - Ronda",369422,110,3,2,2,Ronda
Apartamento em Olarias,"Av. Vicente Machado, 32 - Olarias",67363,36,1,1,0,Olarias
Apartamento em Centro,"Rua Balduino Taques, 2138 - Centro",654687,120,3,3,2,Centro
Apartamento em Centro,"Rua Comendador Miró, 1303 - Centro",744592,160,5,3,2,Centro
Apartamento em Vila Estrela,"Av. Vicente Machado, 1755 - Vila Estrela",353066,118,3,2,2,Vila Estrela
Apartamento em Boa Vista,"Rua do Rosario, 1744 - Boa Vista",183393,91,3,2,1,Boa Vista
Apartamento em Chapada,"Rua Comendador Miró, 1637 - Chapada",176042,43,1,1,0,Chapada
Apartamento em Orfãs,"Rua do Rosario, 1986 - Orfãs",253738,86,2,2,1,Orfãs
Apartamento em Estrela,"Rua do Rosario, 1991 - Estrela",202336,65,2,1,1,Estrela
Apartamento em Boa Vista,"Rua do Rosario, 1420 - Boa Vista",75609,30,1,1,0,Boa Vista
Apartamento em Jardim America,"Rua Comendador Miró, 497 - Jardim America",109512,44,1,1,0,Jardim America
Apartamento em Ronda,"Rua Comendador Miró, 672 - Ronda",176862,84,2,2,1,Ronda
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 1396 - Nova Russia",103140,69,2,1,1,Nova Russia
Apartamento em Olarias,"Rua Comendador Miró, 2905 - Olarias",113841,50,2,1,1,Olarias
Apartamento em Oficinas,"Rua Comendador Miró, 31 - Oficinas",313197,73,3,2,1,Oficinas
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 2468 - Uvaranas",212867,72,2,2,1,Uvaranas
Apartamento em Vila Estrela,"Rua Paula Xavier, 918 - Vila Estrela",315212,70,3,2,1,Vila Estrela
Apartamento em Chapada,"Rua Balduino Taques, 2977 - Chapada",68538,42,2,1,0,Chapada
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 2524 - Jardim America",383882,79,2,2,1,Jardim America
Apartamento em Jardim Sabara,"Rua do Rosario, 245 - Jardim Sabara",51089,36,1,1,0,Jardim Sabara
Apartamento em Estrela,"Av. Carlos Cavalcanti, 53 - Estrela",310585,78,2,2,1,Estrela
Apartamento em Orfãs,"Rua do Rosario, 1181 - Orfãs",246981,61,2,1,1,Orfãs
Apartamento em Orfãs,"Rua do Rosario, 2101 - Orfãs",246341,73,3,2,1,Orfãs
Apartamento em Jardim Sabara,"Rua do Rosario, 704 - Jardim Sabara",77061,30,1,1,0,Jardim Sabara
Apartamento em Oficinas,"Rua Comendador Miró, 11 - Oficinas",166780,51,2,1,1,Oficinas
Apartamento em Estrela,"Av. Carlos Cavalcanti, 1456 - Estrela",599059,163,4,3,2,Estrela
Apartamento em Jardim America,"Av. Vicente Machado, 2130 - Jardim America",136905,49,1,1,0,Jardim America
Apartamento em Centro,"Rua Balduino Taques, 379 - Centro",695714,109,3,2,2,Centro
Apartamento em Olarias,"Rua do Rosario, 2397 - Olarias",184344,65,2,1,1,Olarias
Apartamento em Chapada,"Rua Paula Xavier, 936 - Chapada",157518,38,1,1,0,Chapada
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 2364 - Orfãs",198681,50,2,1,1,Orfãs
Apartamento em Centro,"Av. Carlos Cavalcanti, 2083 - Centro",361662,62,2,1,1,Centro
Apartamento em Nova Russia,"Rua do Rosario, 1215 - Nova Russia",106139,49,1,1,0,Nova Russia
Apartamento em Neves,"Rua do Rosario, 1065 - Neves",232926,71,2,2,1,Neves
Apartamento em Olarias,"Rua do Rosario, 1034 - Olarias",82688,55,2,1,1,Olarias
Apartamento em Santo Antonio,"Rua do Rosario, 1990 - Santo Antonio",71496,37,1,1,0,Santo Antonio
Apartamento em Ronda,"Av. Carlos Cavalcanti, 2801 - Ronda",113992,49,1,1,0,Ronda
Apartamento em Santo Antonio,"Rua Balduino Taques, 1984 - Santo Antonio",275365,62,2,1,1,Santo Antonio
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 2605 - Nova Russia",64303,46,1,1,0,Nova Russia
Apartamento em Ronda,"Av. Vicente Machado, 1303 - Ronda",338344,102,3,2,2,Ronda
Apartamento em Vila Estrela,"Rua do Rosario, 2204 - Vila Estrela",110083,42,1,1,0,Vila Estrela
Apartamento em Centro,"Rua Paula Xavier, 1026 - Centro",819677,105,3,2,2,Centro
Apartamento em Contorno,"Rua Comendador Miró, 1410 - Contorno",115543,64,3,1,1,Contorno
Apartamento em Uvaranas,"Av. Vicente Machado, 1961 - Uvaranas",21135,54,2,1,1,Uvaranas
Apartamento em Neves,"Rua do Rosario, 1112 - Neves",198882,72,2,2,1,Neves
Apartamento em Estrela,"Rua Comendador Miró, 788 - Estrela",169055,68,2,1,1,Estrela
Apartamento em Santa Paula,"Av. Vicente Machado, 1001 - Santa Paula",102060,58,2,1,1,Santa Paula
Apartamento em Boa Vista,"Av. Vicente Machado, 1032 - Boa Vista",85618,48,1,1,0,Boa Vista
Apartamento em Chapada,"Rua Balduino Taques, 501 - Chapada",112420,66,3,1,1,Chapada
Apartamento em Uvaranas,"Rua Comendador Miró, 2027 - Uvaranas",159338,50,2,1,1,Uvaranas
Apartamento em Centro,"Rua do Rosario, 183 - Centro",252867,50,2,1,1,Centro
Apartamento em Santa Paula,"Rua Paula Xavier, 2026 - Santa Paula",119793,53,2,1,1,Santa Paula
Apartamento em Boa Vista,"Rua do Rosario, 1157 - Boa Vista",179268,39,1,1,0,Boa Vista
Apartamento em Jardim America,"Rua do Rosario, 535 - Jardim America",268007,73,2,2,1,Jardim America
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 1969 - Oficinas",427211,113,3,2,2,Oficinas
Apartamento em Olarias,"Rua Paula Xavier, 1622 - Olarias",170658,61,3,1,1,Olarias
Apartamento em Estrela,"Rua Balduino Taques, 2870 - Estrela",330900,96,3,2,1,Estrela
Apartamento em Jardim Sabara,"Rua Comendador Miró, 44 - Jardim Sabara",151972,45,1,1,0,Jardim Sabara
Apartamento em Centro,"Av. Carlos Cavalcanti, 2389 - Centro",247732,82,2,2,1,Centro
Apartamento em Nova Russia,"Rua do Rosario, 1073 - Nova Russia",98578,53,2,1,1,Nova Russia
Apartamento em Estrela,"Av. Vicente Machado, 1113 - Estrela",274771,58,2,1,1,Estrela
Apartamento em Santa Paula,"Rua Paula Xavier, 1508 - Santa Paula",135615,55,2,1,1,Santa Paula
Apartamento em Estrela,"Av. Vicente Machado, 1726 - Estrela",143498,33,1,1,0,Estrela
Apartamento em Chapada,"Av. Carlos Cavalcanti, 1155 - Chapada",116849,58,2,1,1,Chapada
Apartamento em Santo Antonio,"Av. Vicente Machado, 2368 - Santo Antonio",162622,47,2,1,0,Santo Antonio
Apartamento em Ronda,"Rua Comendador Miró, 1115 - Ronda",64919,65,2,1,1,Ronda
Apartamento em Ronda,"Av. Carlos Cavalcanti, 813 - Ronda",75684,38,1,1,0,Ronda
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 622 - Jardim Carvalho",337268,83,2,2,1,Jardim Carvalho
Apartamento em Santa Paula,"Av. Vicente Machado, 1736 - Santa Paula",60486,30,1,1,0,Santa Paula
Apartamento em Santa Paula,"Rua Comendador Miró, 2127 - Santa Paula",257412,80,3,2,1,Santa Paula
Apartamento em Olarias,"Av. Carlos Cavalcanti, 1238 - Olarias",114806,38,1,1,0,Olarias
Apartamento em Boa Vista,"Rua do Rosario, 205 - Boa Vista",126295,54,2,1,1,Boa Vista
Apartamento em Jardim America,"Av. Vicente Machado, 255 - Jardim America",196616,66,3,1,1,Jardim America
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 2589 - Orfãs",188076,68,2,1,1,Orfãs
Apartamento em Nova Russia,"Rua Paula Xavier, 1074 - Nova Russia",240729,84,2,2,1,Nova Russia
Apartamento em Chapada,"Rua do Rosario, 1065 - Chapada",211388,69,2,1,1,Chapada
Apartamento em Chapada,"Rua Balduino Taques, 1448 - Chapada",213066,83,3,2,1,Chapada
Apartamento em Orfãs,"Rua Comendador Miró, 2668 - Orfãs",199397,51,2,1,1,Orfãs
Apartamento em Olarias,"Rua Paula Xavier, 1464 - Olarias",242720,67,3,1,1,Olarias
Apartamento em Neves,"Av. Carlos Cavalcanti, 1840 - Neves",100841,47,1,1,0,Neves
Apartamento em Uvaranas,"Rua Paula Xavier, 1909 - Uvaranas",169710,62,2,1,1,Uvaranas
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 1391 - Jardim Carvalho",534889,101,3,2,2,Jardim Carvalho
Apartamento em Vila Estrela,"Rua do Rosario, 1667 - Vila Estrela",1041891,138,3,3,2,Vila Estrela
Apartamento em Uvaranas,"Rua Paula Xavier, 944 - Uvaranas",190980,72,3,2,1,Uvaranas
Apartamento em Neves,"Rua Paula Xavier, 2919 - Neves",102112,61,2,1,1,Neves
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 1121 - Boa Vista",201319,51,2,1,1,Boa Vista
Apartamento em Santo Antonio,"Rua Paula Xavier, 2414 - Santo Antonio",80163,44,1,1,0,Santo Antonio
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 695 - Jardim Sabara",70016,43,1,1,0,Jardim Sabara
Apartamento em Estrela,"Av. Vicente Machado, 2990 - Estrela",134568,43,1,1,0,Estrela
Apartamento em Ronda,"Rua Comendador Miró, 2880 - Ronda",178387,71,2,2,1,Ronda
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 431 - Uvaranas",152546,86,2,2,1,Uvaranas
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 2256 - Nova Russia",215238,74,3,2,1,Nova Russia
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 2156 - Oficinas",244426,86,3,2,1,Oficinas
Apartamento em Uvaranas,"Rua do Rosario, 646 - Uvaranas",115478,71,3,2,1,Uvaranas
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 1277 - Uvaranas",168798,64,2,1,1,Uvaranas
Apartamento em Ronda,"Rua Paula Xavier, 1825 - Ronda",63940,41,1,1,0,Ronda
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 127 - Jardim Carvalho",359646,61,3,1,1,Jardim Carvalho
Apartamento em Oficinas,"Rua Paula Xavier, 1960 - Oficinas",174381,44,1,1,0,Oficinas
Apartamento em Santo Antonio,"Rua do Rosario, 1125 - Santo Antonio",117605,37,1,1,0,Santo Antonio
Apartamento em Olarias,"Rua Comendador Miró, 2218 - Olarias",191219,65,2,1,1,Olarias
Apartamento em Estrela,"Av. Carlos Cavalcanti, 2594 - Estrela",221455,79,2,2,1,Estrela
Apartamento em Vila Estrela,"Rua Comendador Miró, 2196 - Vila Estrela",388127,72,2,2,1,Vila Estrela
Apartamento em Contorno,"Av. Carlos Cavalcanti, 2220 - Contorno",50794,30,1,1,0,Contorno
Apartamento em Ronda,"Av. Carlos Cavalcanti, 1271 - Ronda",94510,34,1,1,0,Ronda
Apartamento em Chapada,"Av. Vicente Machado, 1253 - Chapada",128813,50,2,1,1,Chapada
Apartamento em Centro,"Av. Vicente Machado, 1418 - Centro",475478,79,3,2,1,Centro
Apartamento em Contorno,"Rua Balduino Taques, 2827 - Contorno",152078,68,2,1,1,Contorno
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 1237 - Santa Paula",166082,60,2,1,1,Santa Paula
Apartamento em Centro,"Rua Paula Xavier, 2455 - Centro",273787,48,1,1,0,Centro
Apartamento em Ronda,"Rua do Rosario, 1540 - Ronda",201853,65,2,1,1,Ronda
Apartamento em Orfãs,"Rua do Rosario, 1800 - Orfãs",151482,61,2,1,1,Orfãs
Apartamento em Jardim America,"Rua Comendador Miró, 2655 - Jardim America",128364,52,2,1,1,Jardim America
Apartamento em Jardim America,"Av. Vicente Machado, 1087 - Jardim America",229668,83,2,2,1,Jardim America
Apartamento em Uvaranas,"Av. Vicente Machado, 2126 - Uvaranas",121154,36,1,1,0,Uvaranas
Apartamento em Boa Vista,"Rua Comendador Miró, 2188 - Boa Vista",242810,81,2,2,1,Boa Vista
Apartamento em Boa Vista,"Rua Balduino Taques, 757 - Boa Vista",210708,75,2,2,1,Boa Vista
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 1875 - Jardim Carvalho",1082484,135,3,3,2,Jardim Carvalho
Apartamento em Santo Antonio,"Rua do Rosario, 2025 - Santo Antonio",199759,74,2,2,1,Santo Antonio
Apartamento em Orfãs,"Av. Vicente Machado, 213 - Orfãs",244207,67,2,1,1,Orfãs
Apartamento em Olarias,"Rua Balduino Taques, 1165 - Olarias",193041,87,3,2,1,Olarias
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 2988 - Boa Vista",158692,86,3,2,1,Boa Vista
Apartamento em Centro,"Av. Vicente Machado, 70 - Centro",293239,51,2,1,1,Centro
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 1286 - Santa Paula",83823,30,1,1,0,Santa Paula
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 2864 - Santa Paula",213028,71,2,2,1,Santa Paula
Apartamento em Oficinas,"Av. Vicente Machado, 239 - Oficinas",200627,69,2,1,1,Oficinas
Apartamento em Boa Vista,"Rua Balduino Taques, 2234 - Boa Vista",186912,46,1,1,0,Boa Vista
Apartamento em Santa Paula,"Rua Paula Xavier, 1572 - Santa Paula",140494,85,3,2,1,Santa Paula
Apartamento em Centro,"Rua Comendador Miró, 1029 - Centro",714949,90,4,2,1,Centro
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 1022 - Jardim America",268042,81,2,2,1,Jardim America
Apartamento em Oficinas,"Rua Comendador Miró, 394 - Oficinas",157178,57,3,1,1,Oficinas
Apartamento em Jardim Sabara,"Av. Vicente Machado, 1946 - Jardim Sabara",313622,90,3,2,1,Jardim Sabara
Apartamento em Jardim America,"Rua Paula Xavier, 1333 - Jardim America",120962,41,1,1,0,Jardim America
Apartamento em Estrela,"Rua Balduino Taques, 2261 - Estrela",307275,56,2,1,1,Estrela
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 2625 - Jardim Sabara",133913,60,3,1,1,Jardim Sabara
Apartamento em Contorno,"Rua Balduino Taques, 2740 - Contorno",262032,70,3,2,1,Contorno
Apartamento em Orfãs,"Av. Vicente Machado, 2602 - Orfãs",297529,76,2,2,1,Orfãs
Apartamento em Vila Estrela,"Av. Vicente Machado, 1140 - Vila Estrela",567310,112,3,2,2,Vila Estrela
Apartamento em Nova Russia,"Av. Vicente Machado, 46 - Nova Russia",23341,49,1,1,0,Nova Russia
Apartamento em Oficinas,"Rua Comendador Miró, 1956 - Oficinas",175842,47,1,1,0,Oficinas
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 1028 - Jardim Carvalho",457517,82,2,2,1,Jardim Carvalho
Apartamento em Estrela,"Rua Comendador Miró, 2543 - Estrela",557080,106,3,2,2,Estrela
Apartamento em Neves,"Rua Comendador Miró, 255 - Neves",110622,52,2,1,1,Neves
Apartamento em Oficinas,"Av. Vicente Machado, 2882 - Oficinas",198711,58,2,1,1,Oficinas
Apartamento em Olarias,"Av. Vicente Machado, 2008 - Olarias",114208,43,1,1,0,Olarias
Apartamento em Ronda,"Rua do Rosario, 2650 - Ronda",103708,65,2,1,1,Ronda
Apartamento em Chapada,"Av. Carlos Cavalcanti, 800 - Chapada",126152,42,1,1,0,Chapada
Apartamento em Centro,"Rua Paula Xavier, 2977 - Centro",437669,69,2,1,1,Centro
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 1997 - Jardim Carvalho",667088,124,3,3,2,Jardim Carvalho
Apartamento em Santo Antonio,"Rua do Rosario, 2865 - Santo Antonio",153332,62,2,1,1,Santo Antonio
Apartamento em Santa Paula,"Av. Vicente Machado, 2236 - Santa Paula",106429,51,3,1,1,Santa Paula
Apartamento em Chapada,"Av. Carlos Cavalcanti, 1137 - Chapada",100418,43,1,1,0,Chapada
Apartamento em Olarias,"Rua do Rosario, 644 - Olarias",80191,34,2,1,0,Olarias
Apartamento em Santo Antonio,"Rua Paula Xavier, 2228 - Santo Antonio",105353,50,2,1,1,Santo Antonio
Apartamento em Chapada,"Rua Comendador Miró, 2082 - Chapada",114752,50,2,1,1,Chapada
Apartamento em Jardim America,"Rua Balduino Taques, 2548 - Jardim America",154387,63,2,1,1,Jardim America
Apartamento em Chapada,"Av. Vicente Machado, 1323 - Chapada",140783,44,1,1,0,Chapada
Apartamento em Uvaranas,"Rua do Rosario, 1597 - Uvaranas",59960,39,1,1,0,Uvaranas
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 2268 - Orfãs",180767,60,2,1,1,Orfãs
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 1688 - Jardim Carvalho",203785,53,2,1,1,Jardim Carvalho
Apartamento em Neves,"Rua do Rosario, 2708 - Neves",121700,57,3,1,1,Neves
Apartamento em Uvaranas,"Av. Vicente Machado, 741 - Uvaranas",136897,46,2,1,0,Uvaranas
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 794 - Oficinas",154350,50,2,1,1,Oficinas
Apartamento em Nova Russia,"Rua Comendador Miró, 1601 - Nova Russia",103943,42,2,1,0,Nova Russia
Apartamento em Santa Paula,"Rua Comendador Miró, 2427 - Santa Paula",91713,31,1,1,0,Santa Paula
Apartamento em Boa Vista,"Av. Vicente Machado, 2491 - Boa Vista",130525,59,3,1,1,Boa Vista
Apartamento em Uvaranas,"Av. Vicente Machado, 2695 - Uvaranas",322942,122,4,3,2,Uvaranas
Apartamento em Santa Paula,"Rua Balduino Taques, 1927 - Santa Paula",111193,40,1,1,0,Santa Paula
Apartamento em Oficinas,"Rua Comendador Miró, 1713 - Oficinas",132776,39,1,1,0,Oficinas
Apartamento em Chapada,"Rua Balduino Taques, 2536 - Chapada",102291,42,1,1,0,Chapada
Apartamento em Boa Vista,"Rua Comendador Miró, 298 - Boa Vista",148686,46,1,1,0,Boa Vista
Apartamento em Contorno,"Av. Vicente Machado, 2137 - Contorno",108296,45,2,1,0,Contorno
Apartamento em Nova Russia,"Av. Vicente Machado, 2187 - Nova Russia",190662,49,2,1,0,Nova Russia
Apartamento em Jardim America,"Rua do Rosario, 2700 - Jardim America",273657,69,3,1,1,Jardim America
Apartamento em Ronda,"Av. Vicente Machado, 2297 - Ronda",173139,60,2,1,1,Ronda
Apartamento em Olarias,"Rua Balduino Taques, 2625 - Olarias",84451,30,1,1,0,Olarias
Apartamento em Chapada,"Rua Comendador Miró, 2734 - Chapada",159382,70,2,2,1,Chapada
Apartamento em Vila Estrela,"Av. Vicente Machado, 748 - Vila Estrela",251259,51,2,1,1,Vila Estrela
Apartamento em Olarias,"Rua Paula Xavier, 2703 - Olarias",223684,91,3,2,1,Olarias
Apartamento em Estrela,"Rua do Rosario, 1824 - Estrela",308547,65,2,1,1,Estrela
Apartamento em Chapada,"Rua do Rosario, 1339 - Chapada",156535,48,1,1,0,Chapada
Apartamento em Chapada,"Rua Comendador Miró, 1773 - Chapada",46613,41,1,1,0,Chapada
Apartamento em Neves,"Rua do Rosario, 2244 - Neves",187515,50,2,1,1,Neves
Apartamento em Orfãs,"Rua do Rosario, 1050 - Orfãs",195396,60,2,1,1,Orfãs
Apartamento em Chapada,"Av. Carlos Cavalcanti, 1636 - Chapada",354051,88,2,2,1,Chapada
Apartamento em Centro,"Rua Paula Xavier, 2450 - Centro",699566,84,2,2,1,Centro
Apartamento em Centro,"Rua Paula Xavier, 36 - Centro",266728,49,1,1,0,Centro
Apartamento em Contorno,"Av. Vicente Machado, 1299 - Contorno",139898,38,1,1,0,Contorno
Apartamento em Centro,"Rua Comendador Miró, 1140 - Centro",308859,58,2,1,1,Centro
Apartamento em Olarias,"Rua do Rosario, 2351 - Olarias",85214,42,1,1,0,Olarias
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 1466 - Jardim Carvalho",294349,72,3,2,1,Jardim Carvalho
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 2394 - Jardim Carvalho",522199,125,4,3,2,Jardim Carvalho
Apartamento em Ronda,"Rua Paula Xavier, 386 - Ronda",93734,58,2,1,1,Ronda
Apartamento em Jardim America,"Av. Vicente Machado, 326 - Jardim America",159820,46,1,1,0,Jardim America
